timestamp,spi_sent
2026-01-10 17:09:18,44 72 62 46 0 75 18 0 1
2026-01-10 17:09:23,44 72 62 46 0 75 18 0 1
2026-01-10 17:09:27,44 72 62 46 0 75 18 0 1
2026-01-10 17:09:28,44 72 62 46 0 75 18 0 1
2026-01-10 17:09:33,44 72 62 46 0 75 18 0 1
2026-01-10 17:09:38,44 72 62 46 0 75 18 0 1
2026-01-10 17:09:43,44 72 62 46 0 75 18 0 1
2026-01-10 17:09:48,44 72 62 46 0 75 18 0 1
2026-01-10 17:09:53,44 72 62 46 0 75 18 0 1
2026-01-10 17:09:58,44 72 62 46 0 75 18 0 1
2026-01-10 17:10:03,44 72 62 46 0 75 18 0 1
2026-01-10 17:10:08,44 72 62 46 0 75 18 0 1
2026-01-10 17:10:13,44 72 62 46 0 75 18 0 1
2026-01-10 17:10:18,44 72 62 46 0 75 18 0 1
2026-01-10 17:10:23,44 72 62 46 0 75 18 0 1
2026-01-10 17:10:28,44 72 62 46 0 75 18 0 1
2026-01-10 17:10:33,44 72 62 46 0 75 18 0 1
2026-01-10 17:10:37,44 72 62 46 0 75 18 0 1
2026-01-10 17:10:38,44 72 62 46 0 75 18 0 1
2026-01-10 17:10:43,44 72 62 46 0 75 18 0 1
2026-01-10 17:11:47,44 72 62 46 0 75 18 0 1
2026-01-10 17:12:57,44 72 62 46 0 75 18 0 1
2026-01-10 17:14:06,44 72 62 46 0 75 18 0 1
2026-01-10 17:15:16,44 72 62 46 0 75 18 0 1
2026-01-10 17:16:26,44 72 62 46 0 75 18 0 1
2026-01-10 17:17:35,44 72 62 46 0 75 18 0 1
2026-01-10 17:18:45,44 72 62 46 0 75 18 0 1
2026-01-10 17:19:55,44 72 62 46 0 75 18 0 1
2026-01-10 17:21:05,44 72 62 46 0 75 18 0 1
2026-01-10 17:22:14,44 72 62 46 0 75 18 0 1
2026-01-10 17:23:24,44 72 62 46 0 75 18 0 1
2026-01-10 17:24:34,44 72 62 46 0 75 18 0 1
2026-01-10 17:25:44,44 72 62 46 0 75 18 0 1
2026-01-10 17:26:53,44 72 62 46 0 75 18 0 1
2026-01-10 17:28:03,44 72 62 46 0 75 18 0 1
2026-01-10 17:28:13,44 72 62 46 0 75 18 0 0
2026-01-10 17:28:18,44 72 62 46 0 75 18 0 0
2026-01-10 17:28:23,44 72 62 46 0 75 18 0 0
2026-01-10 17:28:28,44 72 62 46 0 75 18 0 0
2026-01-10 17:28:33,44 72 62 46 0 75 18 0 0
2026-01-10 17:28:38,44 72 62 46 0 75 18 0 0
2026-01-10 17:28:43,44 72 62 46 0 75 18 0 0
2026-01-10 17:28:48,44 72 62 46 0 75 18 0 0
2026-01-10 17:28:53,44 72 62 46 0 75 18 0 0
2026-01-10 17:28:58,44 72 62 46 0 75 18 0 0
2026-01-10 17:29:03,44 72 62 46 0 75 18 0 0
2026-01-10 17:29:08,44 72 62 46 0 75 18 0 0
2026-01-10 17:29:13,44 72 62 46 0 75 18 0 0
2026-01-10 17:29:13,44 72 62 46 0 75 18 0 0
2026-01-10 17:29:18,44 72 62 46 0 75 18 0 0
2026-01-10 17:29:23,44 72 62 46 0 75 18 0 0
2026-01-10 17:29:28,44 72 62 46 0 75 18 0 0
2026-01-10 17:29:33,44 72 62 46 0 75 18 0 0
2026-01-10 17:29:38,44 72 62 46 0 75 18 0 0
2026-01-10 17:29:43,44 72 62 46 0 75 18 0 0
2026-01-10 17:29:48,44 72 62 46 0 75 18 0 0
2026-01-10 17:29:53,44 72 62 46 0 75 18 0 0
2026-01-10 17:29:58,44 72 62 46 0 75 18 0 0
2026-01-10 17:30:03,44 72 62 46 0 75 18 0 0
2026-01-10 17:30:08,44 72 62 46 0 75 18 0 0
2026-01-10 17:30:13,44 72 62 46 0 75 18 0 0
2026-01-10 17:30:18,44 72 62 46 0 75 18 0 0
2026-01-10 17:30:22,44 72 62 46 0 75 18 0 0
2026-01-10 17:30:23,44 72 62 46 0 75 18 0 0
2026-01-10 17:30:28,44 72 62 46 0 75 18 0 0
2026-01-10 17:30:33,44 72 62 46 0 75 18 0 0
2026-01-10 17:30:38,44 72 62 46 0 75 18 0 0
2026-01-10 17:30:43,44 72 62 46 0 75 18 0 0
2026-01-10 17:30:48,44 72 62 46 0 75 18 0 0
2026-01-10 17:30:53,44 72 62 46 0 75 18 0 0
2026-01-10 17:30:58,44 72 62 46 0 75 18 0 0
2026-01-10 17:31:03,44 72 62 46 0 75 18 0 0
2026-01-10 17:31:08,44 72 62 46 0 75 18 0 0
2026-01-10 17:31:13,44 72 62 46 0 75 18 0 0
2026-01-10 17:31:18,44 72 62 46 0 75 18 0 0
2026-01-10 17:31:23,44 72 62 46 0 75 18 0 0
2026-01-10 17:31:28,44 72 62 46 0 75 18 0 0
2026-01-10 17:31:32,44 72 62 46 0 75 18 0 0
2026-01-10 17:31:33,44 72 62 46 0 75 18 0 0
2026-01-10 17:31:38,44 72 62 46 0 75 18 0 0
2026-01-10 17:31:43,44 72 62 46 0 75 18 0 0
2026-01-10 17:31:48,44 72 62 46 0 75 18 0 0
2026-01-10 17:31:53,44 72 62 46 0 75 18 0 0
2026-01-10 17:31:58,44 72 62 46 0 75 18 0 0
2026-01-10 17:32:03,44 72 62 46 0 75 18 0 0
2026-01-10 17:32:08,44 72 62 46 0 75 18 0 0
2026-01-10 17:32:13,44 72 62 46 0 75 18 0 0
2026-01-10 17:32:18,44 72 62 46 0 75 18 0 0
2026-01-10 17:32:23,44 72 62 46 0 75 18 0 0
2026-01-10 17:32:28,44 72 62 46 0 75 18 0 0
2026-01-10 17:32:33,44 72 62 46 0 75 18 0 0
2026-01-10 17:32:38,44 72 62 46 0 75 18 0 0
2026-01-10 17:32:42,44 72 62 46 0 75 18 0 0
2026-01-10 17:32:43,44 72 62 46 0 75 18 0 0
2026-01-10 17:32:48,44 72 62 46 0 75 18 0 0
2026-01-10 17:33:52,44 72 62 46 0 75 18 0 0
2026-01-10 17:35:01,44 72 62 46 0 75 18 0 0
2026-01-10 17:36:11,44 72 62 46 0 75 18 0 0
2026-01-10 17:37:21,44 72 62 46 0 75 18 0 0
2026-01-10 17:38:31,44 72 62 46 0 75 18 0 0
2026-01-10 17:39:40,44 72 62 46 0 75 18 0 0
2026-01-10 17:40:50,44 72 62 46 0 75 18 0 0
2026-01-10 17:42:00,44 72 62 46 0 75 18 0 0
2026-01-10 17:43:09,44 72 62 46 0 75 18 0 0
2026-01-10 17:44:19,44 72 62 46 0 75 18 0 0
2026-01-10 17:45:29,44 72 62 46 0 75 18 0 0
2026-01-10 17:46:39,44 72 62 46 0 75 18 0 0
2026-01-10 17:47:48,44 72 62 46 0 75 18 0 0
2026-01-10 17:48:58,44 72 62 46 0 75 18 0 0
2026-01-10 17:50:08,44 72 62 46 0 75 18 0 0
2026-01-10 17:51:18,44 72 62 46 0 75 18 0 0
2026-01-10 17:51:28,44 72 62 46 0 75 18 0 1
2026-01-10 17:51:33,44 72 62 46 0 75 18 0 1
2026-01-10 17:51:38,44 72 62 46 0 75 18 0 1
2026-01-10 17:51:43,44 72 62 46 0 75 18 0 1
2026-01-10 17:51:48,44 72 62 46 0 75 18 0 1
2026-01-10 17:51:53,44 72 62 46 0 75 18 0 1
2026-01-10 17:51:58,44 72 62 46 0 75 18 0 1
2026-01-10 17:52:03,44 72 62 46 0 75 18 0 1
2026-01-10 17:52:08,44 72 62 46 0 75 18 0 1
2026-01-10 17:52:13,44 72 62 46 0 75 18 0 1
2026-01-10 17:52:18,44 72 62 46 0 75 18 0 1
2026-01-10 17:52:23,44 72 62 46 0 75 18 0 1
2026-01-10 17:52:27,44 72 62 46 0 75 18 0 1
2026-01-10 17:52:28,44 72 62 46 0 75 18 0 1
2026-01-10 17:52:33,44 72 62 46 0 75 18 0 1
2026-01-10 17:53:37,44 72 62 46 0 75 18 0 1
2026-01-10 17:54:47,44 72 62 46 0 75 18 0 1
2026-01-10 17:55:57,44 72 62 46 0 75 18 0 1
2026-01-10 17:57:06,44 72 62 46 0 75 18 0 1
2026-01-10 17:58:16,44 72 62 46 0 75 18 0 1
2026-01-10 17:59:26,44 72 62 46 0 75 18 0 1
2026-01-10 18:00:35,44 72 62 46 0 75 18 0 1
2026-01-10 18:01:45,44 72 62 46 0 75 18 0 1
2026-01-10 18:02:55,44 72 62 46 0 75 18 0 1
2026-01-10 18:04:05,44 72 62 46 0 75 18 0 1
2026-01-10 18:05:14,44 72 62 46 0 75 18 0 1
2026-01-10 18:06:24,44 72 62 46 0 75 18 0 1
2026-01-10 18:07:34,44 72 62 46 0 75 18 0 1
2026-01-10 18:08:44,44 72 62 46 0 75 18 0 1
2026-01-10 18:09:53,44 72 62 46 0 75 18 0 1
2026-01-10 18:11:03,44 72 62 46 0 75 18 0 1
2026-01-10 18:11:13,44 72 62 46 0 75 18 0 0
2026-01-10 18:11:18,44 72 62 46 0 75 18 0 0
2026-01-10 18:11:23,44 72 62 46 0 75 18 0 0
2026-01-10 18:11:28,44 72 62 46 0 75 18 0 0
2026-01-10 18:11:33,44 72 62 46 0 75 18 0 0
2026-01-10 18:11:38,44 72 62 46 0 75 18 0 0
2026-01-10 18:11:43,44 72 62 46 0 75 18 0 0
2026-01-10 18:11:48,44 72 62 46 0 75 18 0 0
2026-01-10 18:11:53,44 72 62 46 0 75 18 0 0
2026-01-10 18:11:58,44 72 62 46 0 75 18 0 0
2026-01-10 18:12:03,44 72 62 46 0 75 18 0 0
2026-01-10 18:12:08,44 72 62 46 0 75 18 0 0
2026-01-10 18:12:13,44 72 62 46 0 75 18 0 0
2026-01-10 18:12:13,44 72 62 46 0 75 18 0 0
2026-01-10 18:12:18,44 72 62 46 0 75 18 0 0
2026-01-10 18:12:23,44 72 62 46 0 75 18 0 0
2026-01-10 18:12:28,44 72 62 46 0 75 18 0 0
2026-01-10 18:12:33,44 72 62 46 0 75 18 0 0
2026-01-10 18:12:38,44 72 62 46 0 75 18 0 0
2026-01-10 18:12:43,44 72 62 46 0 75 18 0 0
2026-01-10 18:12:48,44 72 62 46 0 75 18 0 0
2026-01-10 18:12:53,44 72 62 46 0 75 18 0 0
2026-01-10 18:12:58,44 72 62 46 0 75 18 0 0
2026-01-10 18:13:03,44 72 62 46 0 75 18 0 0
2026-01-10 18:13:08,44 72 62 46 0 75 18 0 0
2026-01-10 18:13:13,44 72 62 46 0 75 18 0 0
2026-01-10 18:13:18,44 72 62 46 0 75 18 0 0
2026-01-10 18:13:22,44 72 62 46 0 75 18 0 0
2026-01-10 18:13:23,44 72 62 46 0 75 18 0 0
2026-01-10 18:13:28,44 72 62 46 0 75 18 0 0
2026-01-10 18:13:33,44 72 62 46 0 75 18 0 0
2026-01-10 18:13:38,44 72 62 46 0 75 18 0 0
2026-01-10 18:13:43,44 72 62 46 0 75 18 0 0
2026-01-10 18:13:48,44 72 62 46 0 75 18 0 0
2026-01-10 18:13:53,44 72 62 46 0 75 18 0 0
2026-01-10 18:13:58,44 72 62 46 0 75 18 0 0
2026-01-10 18:14:03,44 72 62 46 0 75 18 0 0
2026-01-10 18:14:08,44 72 62 46 0 75 18 0 0
2026-01-10 18:14:13,44 72 62 46 0 75 18 0 0
2026-01-10 18:14:18,44 72 62 46 0 75 18 0 0
2026-01-10 18:14:23,44 72 62 46 0 75 18 0 0
2026-01-10 18:14:28,44 72 62 46 0 75 18 0 0
2026-01-10 18:14:32,44 72 62 46 0 75 18 0 0
2026-01-10 18:14:33,44 72 62 46 0 75 18 0 0
2026-01-10 18:14:38,44 72 62 46 0 75 18 0 0
2026-01-10 18:15:42,44 72 62 46 0 75 18 0 0
2026-01-10 18:15:53,44 72 62 46 0 75 18 0 0
2026-01-10 18:15:58,44 72 62 46 0 75 18 0 0
2026-01-10 18:16:03,44 72 62 46 0 75 18 0 0
2026-01-10 18:16:08,44 72 62 46 0 75 18 0 0
2026-01-10 18:16:13,44 72 62 46 0 75 18 0 0
2026-01-10 18:16:18,44 72 62 46 0 75 18 0 0
2026-01-10 18:16:23,44 72 62 46 0 75 18 0 0
2026-01-10 18:16:28,44 72 62 46 0 75 18 0 0
2026-01-10 18:16:33,44 72 62 46 0 75 18 0 0
2026-01-10 18:16:38,44 72 62 46 0 75 18 0 0
2026-01-10 18:16:43,44 72 62 46 0 75 18 0 0
2026-01-10 18:16:48,44 72 62 46 0 75 18 0 0
2026-01-10 18:16:52,44 72 62 46 0 75 18 0 0
2026-01-10 18:16:53,44 72 62 46 0 75 18 0 0
2026-01-10 18:16:58,44 72 62 46 0 75 18 0 0
2026-01-10 18:18:01,44 72 62 46 0 75 18 0 0
2026-01-10 18:19:11,44 72 62 46 0 75 18 0 0
2026-01-10 18:20:21,44 72 62 46 0 75 18 0 0
2026-01-10 18:21:31,44 72 62 46 0 75 18 0 0
2026-01-10 18:22:40,44 72 62 46 0 75 18 0 0
2026-01-10 18:23:50,44 72 62 46 0 75 18 0 0
2026-01-10 18:25:00,44 72 62 46 0 75 18 0 0
2026-01-10 18:26:09,44 72 62 46 0 75 18 0 0
2026-01-10 18:27:19,44 72 62 46 0 75 18 0 0
2026-01-10 18:28:29,44 72 62 46 0 75 18 0 0
2026-01-10 18:29:39,44 72 62 46 0 75 18 0 0
2026-01-10 18:30:48,44 72 62 46 0 75 18 0 0
2026-01-10 18:31:58,44 72 62 46 0 75 18 0 0
2026-01-10 18:33:08,44 72 62 46 0 75 18 0 0
2026-01-10 18:34:18,44 72 62 46 0 75 18 0 0
2026-01-10 18:35:27,44 72 62 46 0 75 18 0 0
2026-01-10 18:35:38,44 72 62 46 0 75 18 0 1
2026-01-10 18:35:43,44 72 62 46 0 75 18 0 1
2026-01-10 18:35:48,44 72 62 46 0 75 18 0 1
2026-01-10 18:35:53,44 72 62 46 0 75 18 0 1
2026-01-10 18:35:58,44 72 62 46 0 75 18 0 1
2026-01-10 18:36:03,44 72 62 46 0 75 18 0 1
2026-01-10 18:36:08,44 72 62 46 0 75 18 0 1
2026-01-10 18:36:13,44 72 62 46 0 75 18 0 1
2026-01-10 18:36:18,44 72 62 46 0 75 18 0 1
2026-01-10 18:36:23,44 72 62 46 0 75 18 0 1
2026-01-10 18:36:28,44 72 62 46 0 75 18 0 1
2026-01-10 18:36:33,44 72 62 46 0 75 18 0 1
2026-01-10 18:36:37,44 72 62 46 0 75 18 0 1
2026-01-10 18:36:38,44 72 62 46 0 75 18 0 1
2026-01-10 18:36:43,44 72 62 46 0 75 18 0 1
2026-01-10 18:36:48,44 72 62 46 0 75 18 0 1
2026-01-10 18:36:53,44 72 62 46 0 75 18 0 1
2026-01-10 18:36:58,44 72 62 46 0 75 18 0 1
2026-01-10 18:37:03,44 72 62 46 0 75 18 0 1
2026-01-10 18:37:08,44 72 62 46 0 75 18 0 1
2026-01-10 18:37:13,44 72 62 46 0 75 18 0 1
2026-01-10 18:37:18,44 72 62 46 0 75 18 0 1
2026-01-10 18:37:23,44 72 62 46 0 75 18 0 1
2026-01-10 18:37:28,44 72 62 46 0 75 18 0 1
2026-01-10 18:37:33,44 72 62 46 0 75 18 0 1
2026-01-10 18:37:38,44 72 62 46 0 75 18 0 1
2026-01-10 18:37:43,44 72 62 46 0 75 18 0 1
2026-01-10 18:37:47,44 72 62 46 0 75 18 0 1
2026-01-10 18:37:48,44 72 62 46 0 75 18 0 1
2026-01-10 18:37:53,44 72 62 46 0 75 18 0 1
2026-01-10 18:37:58,44 72 62 46 0 75 18 0 1
2026-01-10 18:38:03,44 72 62 46 0 75 18 0 1
2026-01-10 18:38:08,44 72 62 46 0 75 18 0 1
2026-01-10 18:38:13,44 72 62 46 0 75 18 0 1
2026-01-10 18:38:18,44 72 62 46 0 75 18 0 1
2026-01-10 18:38:23,44 72 62 46 0 75 18 0 1
2026-01-10 18:38:28,44 72 62 46 0 75 18 0 1
2026-01-10 18:38:33,44 72 62 46 0 75 18 0 1
2026-01-10 18:38:38,44 72 62 46 0 75 18 0 1
2026-01-10 18:38:43,44 72 62 46 0 75 18 0 1
2026-01-10 18:38:48,44 72 62 46 0 75 18 0 1
2026-01-10 18:38:53,44 72 62 46 0 75 18 0 1
2026-01-10 18:38:56,44 72 62 46 0 75 18 0 1
2026-01-10 18:38:58,44 72 62 46 0 75 18 0 1
2026-01-10 18:39:03,44 72 62 46 0 75 18 0 1
2026-01-10 18:39:08,44 72 62 46 0 75 18 0 1
2026-01-10 18:39:13,44 72 62 46 0 75 18 0 1
2026-01-10 18:39:18,44 72 62 46 0 75 18 0 1
2026-01-10 18:39:23,44 72 62 46 0 75 18 0 1
2026-01-10 18:39:28,44 72 62 46 0 75 18 0 1
2026-01-10 18:39:33,44 72 62 46 0 75 18 0 1
2026-01-10 18:39:38,44 72 62 46 0 75 18 0 1
2026-01-10 18:39:43,44 72 62 46 0 75 18 0 1
2026-01-10 18:39:48,44 72 62 46 0 75 18 0 1
2026-01-10 18:39:53,44 72 62 46 0 75 18 0 1
2026-01-10 18:39:58,44 72 62 46 0 75 18 0 1
2026-01-10 18:40:03,44 72 62 46 0 75 18 0 1
2026-01-10 18:40:06,44 72 62 46 0 75 18 0 1
2026-01-10 18:40:08,44 72 62 46 0 75 18 0 1
2026-01-10 18:40:13,44 72 62 46 0 75 18 0 1
2026-01-10 18:41:16,44 72 62 46 0 75 18 0 1
2026-01-10 18:42:26,44 72 62 46 0 75 18 0 1
2026-01-10 18:43:35,44 72 62 46 0 75 18 0 1
2026-01-10 18:44:45,44 72 62 46 0 75 18 0 1
2026-01-10 18:45:55,44 72 62 46 0 75 18 0 1
2026-01-10 18:47:05,44 72 62 46 0 75 18 0 1
2026-01-10 18:48:14,44 72 62 46 0 75 18 0 1
2026-01-10 18:48:23,44 72 62 46 0 75 18 0 0
2026-01-10 18:48:28,44 72 62 46 0 75 18 0 0
2026-01-10 18:48:33,44 72 62 46 0 75 18 0 0
2026-01-10 18:48:38,44 72 62 46 0 75 18 0 0
2026-01-10 18:48:43,44 72 62 46 0 75 18 0 0
2026-01-10 18:48:48,44 72 62 46 0 75 18 0 0
2026-01-10 18:48:53,44 72 62 46 0 75 18 0 0
2026-01-10 18:48:58,44 72 62 46 0 75 18 0 0
2026-01-10 18:49:03,44 72 62 46 0 75 18 0 0
2026-01-10 18:49:08,44 72 62 46 0 75 18 0 0
2026-01-10 18:49:13,44 72 62 46 0 75 18 0 0
2026-01-10 18:49:18,44 72 62 46 0 75 18 0 0
2026-01-10 18:49:23,44 72 62 46 0 75 18 0 0
2026-01-10 18:49:24,44 72 62 46 0 75 18 0 0
2026-01-10 18:49:28,44 72 62 46 0 75 18 0 0
2026-01-10 18:49:33,44 72 62 46 0 75 18 0 0
2026-01-10 18:49:38,44 72 62 46 0 75 18 0 0
2026-01-10 18:49:43,44 72 62 46 0 75 18 0 0
2026-01-10 18:49:48,44 72 62 46 0 75 18 0 0
2026-01-10 18:49:53,44 72 62 46 0 75 18 0 0
2026-01-10 18:49:58,44 72 62 46 0 75 18 0 0
2026-01-10 18:50:03,44 72 62 46 0 75 18 0 0
2026-01-10 18:50:08,44 72 62 46 0 75 18 0 0
2026-01-10 18:50:13,44 72 62 46 0 75 18 0 0
2026-01-10 18:50:18,44 72 62 46 0 75 18 0 0
2026-01-10 18:50:23,44 72 62 46 0 75 18 0 0
2026-01-10 18:50:28,44 72 62 46 0 75 18 0 0
2026-01-10 18:50:33,44 72 62 46 0 75 18 0 0
2026-01-10 18:50:34,44 72 62 46 0 75 18 0 0
2026-01-10 18:50:38,44 72 62 46 0 75 18 0 0
2026-01-10 18:50:43,44 72 62 46 0 75 18 0 0
2026-01-10 18:50:48,44 72 62 46 0 75 18 0 0
2026-01-10 18:50:53,44 72 62 46 0 75 18 0 0
2026-01-10 18:50:58,44 72 62 46 0 75 18 0 0
2026-01-10 18:51:03,44 72 62 46 0 75 18 0 0
2026-01-10 18:51:08,44 72 62 46 0 75 18 0 0
2026-01-10 18:51:13,44 72 62 46 0 75 18 0 0
2026-01-10 18:51:18,44 72 62 46 0 75 18 0 0
2026-01-10 18:51:23,44 72 62 46 0 75 18 0 0
2026-01-10 18:51:28,44 72 62 46 0 75 18 0 0
2026-01-10 18:51:33,44 72 62 46 0 75 18 0 0
2026-01-10 18:51:38,44 72 62 46 0 75 18 0 0
2026-01-10 18:51:43,44 72 62 46 0 75 18 0 0
2026-01-10 18:51:43,44 72 62 46 0 75 18 0 0
2026-01-10 18:51:48,44 72 62 46 0 75 18 0 0
2026-01-10 18:51:53,44 72 62 46 0 75 18 0 0
2026-01-10 18:51:58,44 72 62 46 0 75 18 0 0
2026-01-10 18:52:03,44 72 62 46 0 75 18 0 0
2026-01-10 18:52:08,44 72 62 46 0 75 18 0 0
2026-01-10 18:52:13,44 72 62 46 0 75 18 0 0
2026-01-10 18:52:18,44 72 62 46 0 75 18 0 0
2026-01-10 18:52:23,44 72 62 46 0 75 18 0 0
2026-01-10 18:52:28,44 72 62 46 0 75 18 0 0
2026-01-10 18:52:33,44 72 62 46 0 75 18 0 0
2026-01-10 18:52:38,44 72 62 46 0 75 18 0 0
2026-01-10 18:52:43,44 72 62 46 0 75 18 0 0
2026-01-10 18:52:48,44 72 62 46 0 75 18 0 0
2026-01-10 18:52:53,44 72 62 46 0 75 18 0 0
2026-01-10 18:52:53,44 72 62 46 0 75 18 0 0
2026-01-10 18:52:58,44 72 62 46 0 75 18 0 0
2026-01-10 18:53:03,44 72 62 46 0 75 18 0 0
2026-01-10 18:53:08,44 72 62 46 0 75 18 0 0
2026-01-10 18:53:13,44 72 62 46 0 75 18 0 0
2026-01-10 18:53:18,44 72 62 46 0 75 18 0 0
2026-01-10 18:53:23,44 72 62 46 0 75 18 0 0
2026-01-10 18:53:28,44 72 62 46 0 75 18 0 0
2026-01-10 18:53:33,44 72 62 46 0 75 18 0 0
2026-01-10 18:53:38,44 72 62 46 0 75 18 0 0
2026-01-10 18:53:43,44 72 62 46 0 75 18 0 0
2026-01-10 18:53:48,44 72 62 46 0 75 18 0 0
2026-01-10 18:53:53,44 72 62 46 0 75 18 0 0
2026-01-10 18:53:58,44 72 62 46 0 75 18 0 0
2026-01-10 18:54:03,44 72 62 46 0 75 18 0 0
2026-01-10 18:54:03,44 72 62 46 0 75 18 0 0
2026-01-10 18:54:08,44 72 62 46 0 75 18 0 0
2026-01-10 18:55:13,44 72 62 46 0 75 18 0 0
2026-01-10 18:56:22,44 72 62 46 0 75 18 0 0
2026-01-10 18:57:32,44 72 62 46 0 75 18 0 0
2026-01-10 18:58:42,44 72 62 46 0 75 18 0 0
2026-01-10 18:58:53,44 72 62 46 0 75 18 0 1
2026-01-10 18:58:58,44 72 62 46 0 75 18 0 1
2026-01-10 18:59:04,44 72 62 46 0 75 18 0 1
2026-01-10 18:59:09,44 72 62 46 0 75 18 0 1
2026-01-10 18:59:14,44 72 62 46 0 75 18 0 1
2026-01-10 18:59:18,44 72 62 46 0 75 18 0 1
2026-01-10 18:59:23,44 72 62 46 0 75 18 0 1
2026-01-10 18:59:29,44 72 62 46 0 75 18 0 1
2026-01-10 18:59:34,44 72 62 46 0 75 18 0 1
2026-01-10 18:59:38,44 72 62 46 0 75 18 0 1
2026-01-10 18:59:44,44 72 62 46 0 75 18 0 1
2026-01-10 18:59:49,44 72 62 46 0 75 18 0 1
2026-01-10 18:59:52,44 72 62 46 0 75 18 0 1
2026-01-10 18:59:54,44 72 62 46 0 75 18 0 1
2026-01-10 18:59:59,44 72 62 46 0 75 18 0 1
2026-01-10 19:00:03,44 72 62 46 0 75 18 0 1
2026-01-10 19:00:09,44 72 62 46 0 75 18 0 1
2026-01-10 19:00:14,44 72 62 46 0 75 18 0 1
2026-01-10 19:00:18,44 72 62 46 0 75 18 0 1
2026-01-10 19:00:23,44 72 62 46 0 75 18 0 1
2026-01-10 19:00:29,44 72 62 46 0 75 18 0 1
2026-01-10 19:00:33,44 72 62 46 0 75 18 0 1
2026-01-10 19:00:38,44 72 62 46 0 75 18 0 1
2026-01-10 19:00:43,44 72 62 46 0 75 18 0 1
2026-01-10 19:00:48,44 72 62 46 0 75 18 0 1
2026-01-10 19:00:54,44 72 62 46 0 75 18 0 1
2026-01-10 19:00:58,44 72 62 46 0 75 18 0 1
2026-01-10 19:01:01,44 72 62 46 0 75 18 0 1
2026-01-10 19:01:04,44 72 62 46 0 75 18 0 1
2026-01-10 19:01:09,44 72 62 46 0 75 18 0 1
2026-01-10 19:01:14,44 72 62 46 0 75 18 0 1
2026-01-10 19:01:19,44 72 62 46 0 75 18 0 1
2026-01-10 19:01:24,44 72 62 46 0 75 18 0 1
2026-01-10 19:01:28,44 72 62 46 0 75 18 0 1
2026-01-10 19:01:34,44 72 62 46 0 75 18 0 1
2026-01-10 19:01:39,44 72 62 46 0 75 18 0 1
2026-01-10 19:01:44,44 72 62 46 0 75 18 0 1
2026-01-10 19:01:49,44 72 62 46 0 75 18 0 1
2026-01-10 19:01:54,44 72 62 46 0 75 18 0 1
2026-01-10 19:01:59,44 72 62 46 0 75 18 0 1
2026-01-10 19:02:03,44 72 62 46 0 75 18 0 1
2026-01-10 19:02:09,44 72 62 46 0 75 18 0 1
2026-01-10 19:02:11,44 72 62 46 0 75 18 0 1
2026-01-10 19:02:14,44 72 62 46 0 75 18 0 1
2026-01-10 19:03:21,44 72 62 46 0 75 18 0 1
2026-01-10 19:04:30,44 72 62 46 0 75 18 0 1
2026-01-10 19:05:40,44 72 62 46 0 75 18 0 1
2026-01-10 19:05:49,44 72 62 46 0 75 18 0 0
2026-01-10 19:05:54,44 72 62 46 0 75 18 0 0
2026-01-10 19:05:59,44 72 62 46 0 75 18 0 0
2026-01-10 19:06:04,44 72 62 46 0 75 18 0 0
2026-01-10 19:06:09,44 72 62 46 0 75 18 0 0
2026-01-10 19:06:14,44 72 62 46 0 75 18 0 0
2026-01-10 19:06:19,44 72 62 46 0 75 18 0 0
2026-01-10 19:06:24,44 72 62 46 0 75 18 0 0
2026-01-10 19:06:29,44 72 62 46 0 75 18 0 0
2026-01-10 19:06:34,44 72 62 46 0 75 18 0 0
2026-01-10 19:06:39,44 72 62 46 0 75 18 0 0
2026-01-10 19:06:44,44 72 62 46 0 75 18 0 0
2026-01-10 19:06:49,44 72 62 46 0 75 18 0 0
2026-01-10 19:06:50,44 72 62 46 0 75 18 0 0
2026-01-10 19:06:54,44 72 62 46 0 75 18 0 0
2026-01-10 19:06:59,44 72 62 46 0 75 18 0 0
2026-01-10 19:07:04,44 72 62 46 0 75 18 0 0
2026-01-10 19:07:09,44 72 62 46 0 75 18 0 0
2026-01-10 19:07:14,44 72 62 46 0 75 18 0 0
2026-01-10 19:07:19,44 72 62 46 0 75 18 0 0
2026-01-10 19:07:24,44 72 62 46 0 75 18 0 0
2026-01-10 19:07:29,44 72 62 46 0 75 18 0 0
2026-01-10 19:07:34,44 72 62 46 0 75 18 0 0
2026-01-10 19:07:39,44 72 62 46 0 75 18 0 0
2026-01-10 19:07:44,44 72 62 46 0 75 18 0 0
2026-01-10 19:07:49,44 72 62 46 0 75 18 0 0
2026-01-10 19:07:54,44 72 62 46 0 75 18 0 0
2026-01-10 19:07:59,44 72 62 46 0 75 18 0 0
2026-01-10 19:08:00,44 72 62 46 0 75 18 0 0
2026-01-10 19:08:04,44 72 62 46 0 75 18 0 0
2026-01-10 19:08:09,44 72 62 46 0 75 18 0 0
2026-01-10 19:08:14,44 72 62 46 0 75 18 0 0
2026-01-10 19:08:19,44 72 62 46 0 75 18 0 0
2026-01-10 19:08:24,44 72 62 46 0 75 18 0 0
2026-01-10 19:08:29,44 72 62 46 0 75 18 0 0
2026-01-10 19:08:34,44 72 62 46 0 75 18 0 0
2026-01-10 19:08:39,44 72 62 46 0 75 18 0 0
2026-01-10 19:08:44,44 72 62 46 0 75 18 0 0
2026-01-10 19:08:49,44 72 62 46 0 75 18 0 0
